doc_id,title,category,section,paragraph_text,source_url
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,Ensure the organization does not implicitly or explicitly represent itself as a part,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,"of the system in publications, through logo use, through use of the system’s tax-
exempt status, etc.",
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,"Sign an agreement indicating they understand their responsibilities and agree to
follow the system’s terms for holding money as an agent.",
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,"Termination of a Custodial Fund
Relationship",
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,The system may terminate the custodial fund relationship at any time.,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,The system may bill the owner for overdrafts. Owners who repeatedly incur or fail to,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,resolve overdrafts may have their custodial fund relationship with the system,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,terminated.,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,"The system may charge owners for system services provided, overdrafts incurred, or",
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,otherwise violating terms and conditions of the custodial fund relationship.,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,Related Policies and Procedures,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,10 Obtain Approval as a Cash Handling Unit,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,"22 Self-Supporting/Revenue Generating Activities—Account for Study Abroad
and Unique Instructional Activities",
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,First published: December 2014 | Last Updated February 2024 | Last Reviewed,
2_1_policies_for_managing_custodial_funds_business_finance,2.1 Policies for Managing Custodial Funds - Business & Finance,Custodial Funds,Responsibilities,"For questions or concerns about the BusFin site, please contact sharedservices@uillinois.edu.",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Body,the Need for a,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Responsibilities,"on Behalf of
Owner",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,A University of Illinois System unit must serve as liaison between the system and the,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,owner of money held in a custodial fund. The liaison unit serves as the system's official,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,contact with the owner and is responsible for oversight of the Banner fund that,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,provides a record of the owner's financial transactions and balances. Consult 2.1,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,Policies for Managing Custodial Funds.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,"If the unit will receive cash as part of its liaison responsibilities, it must be a cash",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,"handling unit. For additional information, consult 10 Obtain Approval as a Cash",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Policy Statement,Handling Unit.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,To comply with liaison responsibilities for a custodial fund:,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,1. Ensure that the owner understands what services the system does and does,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,not provide.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"2. Ensure the owner understands that it cannot present itself as being part of
the system. For additional information on what to communicate to owners,
consult 2.1 Policies for Managing Custodial Funds.",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"3. Obtain the owner's signature on the Custodial Fund Agreement, which is
part of the Banner Fund, Program, Index Code Request form required to",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"establish a custodial fund and keep the signed statement in the unit for five
years after the termination of the custodial relationship.",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,https://www.busfin.uillinois.edu/bfpp/section-2-agency-funds/comply-with-liaison-responsibilities,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,4. Request a custodial fund. Consult 2.3 Request Approval for a Custodial,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Fund.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,5. Ensure that the owner (or a responsible member of the owning entity),
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"understands how to transfer money to and from the custodial fund,",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"authorize payments, and obtain financial reports.",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"6. Receive, account for, and disburse money on behalf of the owner.",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,7. Provide the owner with regular access to reports of their custodial fund,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,transactions and balances.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,8. Perform the following tasks regularly and at fiscal year-end:,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Review custodial fund transactions to ensure the activity remains,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,appropriate for custodial funds according to guidelines provided in 2.2,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Determine the Need for a Custodial Fund.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Review the custodial fund balance to verify it is not in overdraft. If an,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"overdraft exists, do one of the following:",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Work with the owner to eliminate the overdraft within 30 days.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"Establish a receivable in Banner Accounts Receivable to charge
the owner for the overdraft. Consult 5 Receivables for further",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,information.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Pursue termination of custodial fund relationship if the fund is,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,consistently in unapproved overdraft status.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,9. Ensure that custodial funds are reconciled and make reconciliations,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"available to University Accounting and Financial Reporting (UAFR) when
requested.",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"10. If the owner requests additional services, the system may provide additional",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,services at its discretion under an agreement. Because the process for,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"additional service agreements is currently under review, contact UAFR at
uas@uillinois.edu for information. For more information on basic",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"bookkeeping services, consult ""Role of the University of Illinois System"" in",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,11. When the system's custodial relationship with the owner is terminated and,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,the custodial fund is no longer needed:,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Confirm there are no outstanding bills to pay.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"Communicate to all units providing services to the owner that the
relationship has been terminated.",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Submit a Disbursement to External Owner from a 9D Custodial Fund,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"form to remit any balance as directed by the owner, to eliminate the",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,fund's cash balance.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"When the Banner custodial fund shows no remaining balance, send an
email to UAFR at uas@uillinois.edu asking to terminate the fund in",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Banner.,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Disbursement to External Owner from a 9D Custodial Fund,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"Banner Fund, Program, Index Code Request",
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,Related Policies and Procedures,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,10 Obtain Approval as a Cash Handling Unit,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,First published: December 2014 | Last Updated February 2024 | Last Reviewed,
2_4_comply_with_unit_liaison_responsibilities_for_a_custodia,2.4 Comply with Unit Liaison Responsibilities for a Custodial Fund - Business & Finance,Custodial Funds,Procedures,"For questions or concerns about the BusFin site, please contact sharedservices@uillinois.edu.",
2_5_expend_custodial_funds_on_behalf_of_owner_business_finan,2.5 Expend Custodial Funds on Behalf of Owner - Business & Finance,Custodial Funds,Policy Statement,University of Illinois System units serving as liaisons between the system and owners,
2_5_expend_custodial_funds_on_behalf_of_owner_business_finan,2.5 Expend Custodial Funds on Behalf of Owner - Business & Finance,Custodial Funds,Policy Statement,of money held in custodial funds are responsible for expending custodial funds at the,
2_5_expend_custodial_funds_on_behalf_of_owner_business_finan,2.5 Expend Custodial Funds on Behalf of Owner - Business & Finance,Custodial Funds,Policy Statement,request of the fund owner. They accomplish this by submitting transactions to initiate,
2_5_expend_custodial_funds_on_behalf_of_owner_business_finan,2.5 Expend Custodial Funds on Behalf of Owner - Business & Finance,Custodial Funds,Policy Statement,the expenditure and retaining documentation needed to support the expenditure.,
2_5_expend_custodial_funds_on_behalf_of_owner_business_finan,2.5 Expend Custodial Funds on Behalf of Owner - Business & Finance,Custodial Funds,Policy Statement,Since these funds are not owned by the system:,
